SMILES,vpa,Adduct,mz
CCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,185.00000000000003,[M+H]+,289.2242113121809
CCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,185.00000000000003,[M+Na]+,311.2061555601809
CCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,185.00000000000003,[M-H]-,287.20965840800085
OC(=O)CCCCCCCCC(O)=O,132.03333333333333,[M+H]+,203.12778550809
OC(=O)CCCCCCCCC(O)=O,132.03333333333333,[M+Na]+,225.10972975609002
OC(=O)CCCCCCCCC(O)=O,132.03333333333333,[M-H]-,201.11323260391
N[C@H](CC1=CC(I)=C(OC2=CC=C(O)C=C2)C=C1)C(O)=O,182.00000000000003,[M+H]+,400.00403238009034
N[C@H](CC1=CC(I)=C(OC2=CC=C(O)C=C2)C=C1)C(O)=O,182.00000000000003,[M+Na]+,421.9859766280903
N[C@H](CC1=CC(I)=C(OC2=CC=C(O)C=C2)C=C1)C(O)=O,182.00000000000003,[M-H]-,397.9894794759103
CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)COC(C)=O)C(O)=O,182.03333333333336,[M+H]+,352.12382232409055
CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)COC(C)=O)C(O)=O,182.03333333333336,[M+Na]+,374.10576657209054
CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)COC(C)=O)C(O)=O,182.03333333333336,[M-H]-,350.1092694199105
CC(C)CCCC(C)CCCC(C)CCCC(C)C(O)=O,207.9,[M+H]+,299.2944569080911
CC(C)CCCC(C)CCCC(C)CCCC(C)C(O)=O,207.9,[M+Na]+,321.2764011560911
CC(C)CCCC(C)CCCC(C)CCCC(C)C(O)=O,207.9,[M-H]-,297.27990400391104
CC(=O)N[C@@H]1[C@H](C[C@](O)(O[C@H]1C(O)C(O)CO)C(O)=O)OC(C)=O,181.6,[M+H]+,352.12382232409055
CC(=O)N[C@@H]1[C@H](C[C@](O)(O[C@H]1C(O)C(O)CO)C(O)=O)OC(C)=O,181.6,[M+Na]+,374.10576657209054
CC(=O)N[C@@H]1[C@H](C[C@](O)(O[C@H]1C(O)C(O)CO)C(O)=O)OC(C)=O,181.6,[M-H]-,350.1092694199105
NC1=C(N=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC(O)=O)C(O)=O,225.43333333333334,[M+H]+,455.0809851300904
NC1=C(N=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC(O)=O)C(O)=O,225.43333333333334,[M+Na]+,477.0629293780904
NC1=C(N=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC(O)=O)C(O)=O,225.43333333333334,[M-H]-,453.0664322259104
CCCCCCC(=O)OCC,116.5,[M+H]+,159.13795626809
CCCCCCC(=O)OCC,116.5,[M+Na]+,181.11990051609
CCCCCCC(=O)OCC,116.5,[M-H]-,157.12340336391
CC(C)CCCC(C)CCCC(C)CCCC(C)CC(O)=O,214.46666666666664,[M+H]+,313.31010697209115
CC(C)CCCC(C)CCCC(C)CCCC(C)CC(O)=O,214.46666666666664,[M+Na]+,335.29205122009114
CC(C)CCCC(C)CCCC(C)CCCC(C)CC(O)=O,214.46666666666664,[M-H]-,311.2955540679111
NC1=NC2=NC=CN=C2C(=O)N1,92.93333333333332,[M+H]+,164.05668623209
NC1=NC2=NC=CN=C2C(=O)N1,92.93333333333332,[M+Na]+,186.03863048008998
NC1=NC2=NC=CN=C2C(=O)N1,92.93333333333332,[M-H]-,162.04213332791
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,125.23333333333335,[M+H]+,222.09721365209
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,125.23333333333335,[M+Na]+,244.07915790009002
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,125.23333333333335,[M-H]-,220.08266074791
CCCCCCCCCCCCCC(O)=O,165.1,[M+H]+,229.21620658809
CCCCCCCCCCCCCC(O)=O,165.1,[M+Na]+,251.19815083609
CCCCCCCCCCCCCC(O)=O,165.1,[M-H]-,227.20165368391
OC(COP(O)(O)=O)C(O)=O,92.83333333333333,[M+H]+,187.00021564609
OC(COP(O)(O)=O)C(O)=O,92.83333333333333,[M+Na]+,208.98215989409
OC(COP(O)(O)=O)C(O)=O,92.83333333333333,[M-H]-,184.98566274191
CCCC(=O)NCC(O)=O,96.0,[M+H]+,146.08116966409
CCCC(=O)NCC(O)=O,96.0,[M+Na]+,168.06311391209
CCCC(=O)NCC(O)=O,96.0,[M-H]-,144.06661675991
CCCCCCCCCCCCCCCCCCCC(=O)N[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](C)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@@]3(C[C@H](O)[C@@H](NC(C)=O)C(O3)[C@H](O)[C@H](O)CO)C(O)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@@H](O)\C=C\CCCCCCCCCCCCCCC,775.4666666666667,[M+H]+,1586.9516165000935
CCCCCCCCCCCCCCCCCCCC(=O)N[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](C)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@@]3(C[C@H](O)[C@@H](NC(C)=O)C(O3)[C@H](O)[C@H](O)CO)C(O)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@@H](O)\C=C\CCCCCCCCCCCCCCC,775.4666666666667,[M+Na]+,1608.9335607480934
CCCCCCCCCCCCCCCCCCCC(=O)N[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](C)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@@]3(C[C@H](O)[C@@H](NC(C)=O)C(O3)[C@H](O)[C@H](O)CO)C(O)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@@H](O)\C=C\CCCCCCCCCCCCCCC,775.4666666666667,[M-H]-,1584.9370635959133
COC(=O)CCC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CCC(=O)OC)=C5C)C(C)=C4C=C)C(C)=C3C=C)=C1C,350.9333333333334,[M+H]+,591.296582148091
COC(=O)CCC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CCC(=O)OC)=C5C)C(C)=C4C=C)C(C)=C3C=C)=C1C,350.9333333333334,[M+Na]+,613.278526396091
COC(=O)CCC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CCC(=O)OC)=C5C)C(C)=C4C=C)C(C)=C3C=C)=C1C,350.9333333333334,[M-H]-,589.2820292439111
[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@@H](O)[C@]2([H])C[C@H](O)CC[C@]12C,233.83333333333334,[M+H]+,393.2999362120911
[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@@H](O)[C@]2([H])C[C@H](O)CC[C@]12C,233.83333333333334,[M+Na]+,415.2818804600911
[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@@H](O)[C@]2([H])C[C@H](O)CC[C@]12C,233.83333333333334,[M-H]-,391.28538330791105
CC(=O)N[C@@H](CC(O)=O)C(O)=O,100.3,[M+H]+,176.05534884009
CC(=O)N[C@@H](CC(O)=O)C(O)=O,100.3,[M+Na]+,198.03729308809
CC(=O)N[C@@H](CC(O)=O)C(O)=O,100.3,[M-H]-,174.04079593591
CC(=O)N[C@H]1[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H](O)[C@@H]1O,152.4,[M+H]+,302.05402851209044
CC(=O)N[C@H]1[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H](O)[C@@H]1O,152.4,[M+Na]+,324.03597276009043
CC(=O)N[C@H]1[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H](O)[C@@H]1O,152.4,[M-H]-,300.0394756079104
CC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CC(O)=O)=C5CCC(O)=O)C(CC(O)=O)=C4CCC(O)=O)C(CC(O)=O)=C3CCC(O)=O)=C1CCC(O)=O,403.46666666666664,[M+H]+,787.245728348091
CC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CC(O)=O)=C5CCC(O)=O)C(CC(O)=O)=C4CCC(O)=O)C(CC(O)=O)=C3CCC(O)=O)=C1CCC(O)=O,403.46666666666664,[M+Na]+,809.227672596091
CC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CC(O)=O)=C5CCC(O)=O)C(CC(O)=O)=C4CCC(O)=O)C(CC(O)=O)=C3CCC(O)=O)=C1CCC(O)=O,403.46666666666664,[M-H]-,785.2311754439111
OC(=O)COP(O)(O)=O,77.5,[M+H]+,156.98965096209
OC(=O)COP(O)(O)=O,77.5,[M+Na]+,178.97159521009002
OC(=O)COP(O)(O)=O,77.5,[M-H]-,154.97509805791
C[C@H](O)[C@@H](O)C1=NC2=C(NC(N)=NC2=O)N=C1,133.13333333333333,[M+H]+,238.09346566409
C[C@H](O)[C@@H](O)C1=NC2=C(NC(N)=NC2=O)N=C1,133.13333333333333,[M+Na]+,260.07540991209
C[C@H](O)[C@@H](O)C1=NC2=C(NC(N)=NC2=O)N=C1,133.13333333333333,[M-H]-,236.07891275991
COC1=CC(=CC=C1O)C(O)CN,118.33333333333333,[M+H]+,184.09681972809
COC1=CC(=CC=C1O)C(O)CN,118.33333333333333,[M+Na]+,206.07876397609
COC1=CC(=CC=C1O)C(O)CN,118.33333333333333,[M-H]-,182.08226682391
CCCO,50.10000000000001,[M+H]+,61.064791328089996
CCCO,50.10000000000001,[M+Na]+,83.04673557609
CCCO,50.10000000000001,[M-H]-,59.05023842391
OC(=O)CNC(=O)CC1=CC=CC=C1,119.26666666666668,[M+H]+,194.08116966409
OC(=O)CNC(=O)CC1=CC=CC=C1,119.26666666666668,[M+Na]+,216.06311391209
OC(=O)CNC(=O)CC1=CC=CC=C1,119.26666666666668,[M-H]-,192.06661675991
OC(C(O)=O)C1=CC=C(O)C=C1,98.6,[M+H]+,169.04953518809
OC(C(O)=O)C1=CC=C(O)C=C1,98.6,[M+Na]+,191.03147943609002
OC(C(O)=O)C1=CC=C(O)C=C1,98.6,[M-H]-,167.03498228391
CCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,137.09999999999997,[M+H]+,219.14596099218
CCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,137.09999999999997,[M+Na]+,241.12790524017998
CCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,137.09999999999997,[M-H]-,217.131408088
[H][C@]1(O[C@@](C[C@H](O)[C@H]1NC(C)=O)(O[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)[C@@H]1O)C(O)=O)[C@H](O)[C@H](O)CO,300.16666666666663,[M+H]+,634.2189044800909
[H][C@]1(O[C@@](C[C@H](O)[C@H]1NC(C)=O)(O[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)[C@@H]1O)C(O)=O)[C@H](O)[C@H](O)CO,300.16666666666663,[M+Na]+,656.2008487280909
[H][C@]1(O[C@@](C[C@H](O)[C@H]1NC(C)=O)(O[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)[C@@H]1O)C(O)=O)[C@H](O)[C@H](O)CO,300.16666666666663,[M-H]-,632.204351575911
CCCCCCCCCCCCCCC(O)=O,174.26666666666665,[M+H]+,243.23185665209
CCCCCCCCCCCCCCC(O)=O,174.26666666666665,[M+Na]+,265.21380090009
CCCCCCCCCCCCCCC(O)=O,174.26666666666665,[M-H]-,241.21730374791
CCCCCCCCCCCCCCCCCC(O)=O,202.49999999999997,[M+H]+,285.2788068440908
CCCCCCCCCCCCCCCCCC(O)=O,202.49999999999997,[M+Na]+,307.2607510920908
CCCCCCCCCCCCCCCCCC(O)=O,202.49999999999997,[M-H]-,283.26425393991076
NC(=O)N[C@@H](CC(O)=O)C(O)=O,95.4,[M+H]+,177.05059780809
NC(=O)N[C@@H](CC(O)=O)C(O)=O,95.4,[M+Na]+,199.03254205609
NC(=O)N[C@@H](CC(O)=O)C(O)=O,95.4,[M-H]-,175.03604490391
N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O,143.99999999999997,[M+H]+,268.1026929560904
N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O,143.99999999999997,[M+Na]+,290.08463720409037
N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O,143.99999999999997,[M-H]-,266.08814005191033
CCCCCCCC(=O)NCC(O)=O,135.73333333333335,[M+H]+,202.14376992009
CCCCCCCC(=O)NCC(O)=O,135.73333333333335,[M+Na]+,224.12571416808998
CCCCCCCC(=O)NCC(O)=O,135.73333333333335,[M-H]-,200.12921701591
OC[C@@H](O)[C@@H](O)[C@@H]1O[C@@](O)(C[C@H](O)[C@H]1NC(=O)CO)C(O)=O,166.56666666666666,[M+H]+,326.1081722600905
OC[C@@H](O)[C@@H](O)[C@@H]1O[C@@](O)(C[C@H](O)[C@H]1NC(=O)CO)C(O)=O,166.56666666666666,[M+Na]+,348.0901165080905
OC[C@@H](O)[C@@H](O)[C@@H]1O[C@@](O)(C[C@H](O)[C@H]1NC(=O)CO)C(O)=O,166.56666666666666,[M-H]-,324.09361935591045
N1C2=CC=C1\C=C1\C=CC(\C=C3\C=CC(\C=C4/N\C(\C=C4)=C/2)=N3)=N1,188.43333333333334,[M+H]+,311.12912290009047
N1C2=CC=C1\C=C1\C=CC(\C=C3\C=CC(\C=C4/N\C(\C=C4)=C/2)=N3)=N1,188.43333333333334,[M+Na]+,333.11106714809046
N1C2=CC=C1\C=C1\C=CC(\C=C3\C=CC(\C=C4/N\C(\C=C4)=C/2)=N3)=N1,188.43333333333334,[M-H]-,309.1145699959104
OC(=O)CNC(=O)C1=C(O)C=CC=C1,113.36666666666665,[M+H]+,196.06043422009
OC(=O)CNC(=O)C1=C(O)C=CC=C1,113.36666666666665,[M+Na]+,218.04237846809002
OC(=O)CNC(=O)C1=C(O)C=CC=C1,113.36666666666665,[M-H]-,194.04588131591
CC(=O)N[C@@H](C=O)[C@@H](O)[C@@H](O)[C@H](O)COS(O)(=O)=O,150.5,[M+H]+,302.05402851209044
CC(=O)N[C@@H](C=O)[C@@H](O)[C@@H](O)[C@H](O)COS(O)(=O)=O,150.5,[M+Na]+,324.03597276009043
CC(=O)N[C@@H](C=O)[C@@H](O)[C@@H](O)[C@H](O)COS(O)(=O)=O,150.5,[M-H]-,300.0394756079104
OC(=O)C1=NC2=C(C=CC=C2)C=C1,104.83333333333333,[M+H]+,174.05495491609
OC(=O)C1=NC2=C(C=CC=C2)C=C1,104.83333333333333,[M+Na]+,196.03689916409002
OC(=O)C1=NC2=C(C=CC=C2)C=C1,104.83333333333333,[M-H]-,172.04040201191
CC(=O)N[C@H]1C(O)O[C@H](COS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@@H]1O,172.9,[M+H]+,382.0108433720904
CC(=O)N[C@H]1C(O)O[C@H](COS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@@H]1O,172.9,[M+Na]+,403.9927876200904
CC(=O)N[C@H]1C(O)O[C@H](COS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@@H]1O,172.9,[M-H]-,379.99629046791034
NC1=NC2=C(N=C(C=N2)C(O)C(O)CO)C(=O)N1,136.16666666666669,[M+H]+,254.08838028409
NC1=NC2=C(N=C(C=N2)C(O)C(O)CO)C(=O)N1,136.16666666666669,[M+Na]+,276.07032453209
NC1=NC2=C(N=C(C=N2)C(O)C(O)CO)C(=O)N1,136.16666666666669,[M-H]-,252.07382737991
CCCCCCCCC(O)=O,114.76666666666668,[M+H]+,159.13795626809
CCCCCCCCC(O)=O,114.76666666666668,[M+Na]+,181.11990051609
CCCCCCCCC(O)=O,114.76666666666668,[M-H]-,157.12340336391
CCCCCCCCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,284.7,[M+H]+,429.3807119521814
CCCCCCCCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,284.7,[M+Na]+,451.3626562001814
CCCCCCCCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,284.7,[M-H]-,427.36615904800135
C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,95.70000000000002,[M+H]+,165.07574993609
C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,95.70000000000002,[M+Na]+,187.05769418409
C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,95.70000000000002,[M-H]-,163.06119703191
N[C@@H](CCC1=C[N+](C[C@H](O)CC[C@H](N)C([O-])=O)=CC(O)=C1C[C@H](N)C(O)=O)C(O)=O,230.26666666666665,[M+H]+,429.1979903080907
N[C@@H](CCC1=C[N+](C[C@H](O)CC[C@H](N)C([O-])=O)=CC(O)=C1C[C@H](N)C(O)=O)C(O)=O,230.26666666666665,[M+Na]+,451.1799345560907
N[C@@H](CCC1=C[N+](C[C@H](O)CC[C@H](N)C([O-])=O)=CC(O)=C1C[C@H](N)C(O)=O)C(O)=O,230.26666666666665,[M-H]-,427.18343740391066
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](CC)C(C)C,271.1666666666667,[M+H]+,415.39344267209145
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](CC)C(C)C,271.1666666666667,[M+Na]+,437.37538692009144
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](CC)C(C)C,271.1666666666667,[M-H]-,413.3788897679114
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,125.1,[M+H]+,222.09721365209
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,125.1,[M+Na]+,244.07915790009002
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,125.1,[M-H]-,220.08266074791
OC(=O)CC[C@H](NC=N)C(O)=O,101.86666666666666,[M+H]+,175.07133325209
OC(=O)CC[C@H](NC=N)C(O)=O,101.86666666666666,[M+Na]+,197.05327750009002
OC(=O)CC[C@H](NC=N)C(O)=O,101.86666666666666,[M-H]-,173.05678034791
NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,142.20000000000002,[M+H]+,256.10482445218
NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,142.20000000000002,[M+Na]+,278.08676870018
NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,142.20000000000002,[M-H]-,254.090271548
CC(=O)N[C@@H](CCCNC(N)=O)C(O)=O,129.66666666666669,[M+H]+,218.11353241209
CC(=O)N[C@@H](CCCNC(N)=O)C(O)=O,129.66666666666669,[M+Na]+,240.09547666009001
CC(=O)N[C@@H](CCCNC(N)=O)C(O)=O,129.66666666666669,[M-H]-,216.09897950791
OC(=O)CCCCCC(O)=O,102.56666666666668,[M+H]+,161.08083531609
OC(=O)CCCCCC(O)=O,102.56666666666668,[M+Na]+,183.06277956409002
OC(=O)CCCCCC(O)=O,102.56666666666668,[M-H]-,159.06628241191
COC(=O)CCCC(O)=O,91.5,[M+H]+,147.06518525209
COC(=O)CCCC(O)=O,91.5,[M+Na]+,169.04712950009002
COC(=O)CCCC(O)=O,91.5,[M-H]-,145.05063234791
COC(=O)CNC(=O)C1=CC=CC=C1,120.3,[M+H]+,194.08116966409
COC(=O)CNC(=O)C1=CC=CC=C1,120.3,[M+Na]+,216.06311391209
COC(=O)CNC(=O)C1=CC=CC=C1,120.3,[M-H]-,192.06661675991
OC(=O)CNC(=O)CCC1=CC=CC=C1,127.63333333333335,[M+H]+,208.09681972809
OC(=O)CNC(=O)CCC1=CC=CC=C1,127.63333333333335,[M+Na]+,230.07876397609
OC(=O)CNC(=O)CCC1=CC=CC=C1,127.63333333333335,[M-H]-,206.08226682391
CC(C)O,49.800000000000004,[M+H]+,61.064791328089996
CC(C)O,49.800000000000004,[M+Na]+,83.04673557609
CC(C)O,49.800000000000004,[M-H]-,59.05023842391
[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(O)C(O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,238.76666666666665,[M+H]+,409.2948508320911
[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(O)C(O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,238.76666666666665,[M+Na]+,431.27679508009106
[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(O)C(O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,238.76666666666665,[M-H]-,407.280297927911
CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,131.86666666666665,[M+H]+,224.09173434809
CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,131.86666666666665,[M+Na]+,246.07367859609002
CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,131.86666666666665,[M-H]-,222.07718144391
OC[C@@H](O)[C@@H](O)[C@@H](O)C(O)=O,91.76666666666667,[M+H]+,167.05501449209
OC[C@@H](O)[C@@H](O)[C@@H](O)C(O)=O,91.76666666666667,[M+Na]+,189.03695874009003
OC[C@@H](O)[C@@H](O)[C@@H](O)C(O)=O,91.76666666666667,[M-H]-,165.04046158791002
OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O,116.96666666666665,[M+H]+,231.02643039409
OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O,116.96666666666665,[M+Na]+,253.00837464209002
OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O,116.96666666666665,[M-H]-,229.01187748991
COC(=O)CCC1=C(CCC(=O)OC)/C2=C/C3=N/C(=C\C4=C(C(=O)OC)C(CCC(=O)OC)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(CCC(=O)OC)=C4CC(=O)OC)/C(CCC(=O)OC)=C3CC(=O)OC,474.6666666666667,[M+H]+,943.3607581000916
COC(=O)CCC1=C(CCC(=O)OC)/C2=C/C3=N/C(=C\C4=C(C(=O)OC)C(CCC(=O)OC)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(CCC(=O)OC)=C4CC(=O)OC)/C(CCC(=O)OC)=C3CC(=O)OC,474.6666666666667,[M+Na]+,965.3427023480916
COC(=O)CCC1=C(CCC(=O)OC)/C2=C/C3=N/C(=C\C4=C(C(=O)OC)C(CCC(=O)OC)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(CCC(=O)OC)=C4CC(=O)OC)/C(CCC(=O)OC)=C3CC(=O)OC,474.6666666666667,[M-H]-,941.3462051959117
NCCC1=CNC=N1,76.9,[M+H]+,112.08692374008999
NCCC1=CNC=N1,76.9,[M+Na]+,134.06886798809
NCCC1=CNC=N1,76.9,[M-H]-,110.07237083591
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,253.06666666666666,[M+H]+,387.36214254409134
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,253.06666666666666,[M+Na]+,409.34408679209133
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,253.06666666666666,[M-H]-,385.3475896399113
OC(=O)CCCCCCCCCCCCC(O)=O,172.23333333333335,[M+H]+,259.1903857640901
OC(=O)CCCCCCCCCCCCC(O)=O,172.23333333333335,[M+Na]+,281.1723300120901
OC(=O)CCCCCCCCCCCCC(O)=O,172.23333333333335,[M-H]-,257.17583285991003
CC1=CC=C(O)C(O)=C1,79.66666666666666,[M+H]+,125.05970594809
CC1=CC=C(O)C(O)=C1,79.66666666666666,[M+Na]+,147.04165019609002
CC1=CC=C(O)C(O)=C1,79.66666666666666,[M-H]-,123.04515304391
[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)CC2C[C@H](O)CC[C@]12C,287.8333333333333,[M+H]+,500.30403561209124
[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)CC2C[C@H](O)CC[C@]12C,287.8333333333333,[M+Na]+,522.2859798600912
[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)CC2C[C@H](O)CC[C@]12C,287.8333333333333,[M-H]-,498.2894827079112
C[N+]1=CC=CC(=C1)C([O-])=O,87.26666666666667,[M+H]+,138.05495491609
C[N+]1=CC=CC(=C1)C([O-])=O,87.26666666666667,[M+Na]+,160.03689916409002
C[N+]1=CC=CC(=C1)C([O-])=O,87.26666666666667,[M-H]-,136.04040201191
[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C,262.3666666666666,[M+H]+,385.3464924800913
[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C,262.3666666666666,[M+Na]+,407.3284367280913
[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C,262.3666666666666,[M-H]-,383.33193957591124
NC1=NC(=O)C2=NC(=CNC2=N1)[C@@H](O)[C@H](O)CO,141.7,[M+H]+,254.08838028409
NC1=NC(=O)C2=NC(=CNC2=N1)[C@@H](O)[C@H](O)CO,141.7,[M+Na]+,276.07032453209
