SMILES,Adduct,True CCS,vpa,bond_lengths
CC(=O)NCCCCNCCCNC(=O)C,[M-H]-,155.0196318,153.56666666666666,"[1.5052629422660286, 1.2262982013303259, 1.3772951887851257, 1.4548581892760786, 1.5260487908353035, 1.5293425532743063, 1.5368603455263616, 1.4640075998993602, 1.4669471848884597, 1.5314638047266318, 1.5315779377616214, 1.4506917681131923, 1.3749528895140648, 1.2279785630076907, 1.5046369447500016]"
C=CC1=CC=C(C=C1)O,[M-H]-,121.6448066,84.16666666666666,"[1.3393138774532813, 1.4691715961593346, 1.401746437762786, 1.3971249744831127, 1.3885873165786313, 1.3901824329750447, 1.3986974145148083, 1.3630944013631454, 1.4024158192046936]"
CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,[M+H]+,221.5627997,258.7,"[1.5285409999076516, 1.5292301504629648, 1.5199967478172853, 1.3579119395351285, 1.3347086281155307, 1.3305116302806939, 1.3502593516732144, 1.4030029030006723, 1.4683018716410876, 1.3421663891135525, 1.4984259360297651, 1.5362866839629605, 1.5380611158695694, 1.5315295114154304, 1.5019978142350838, 1.218805746904889, 1.3486033144171492, 1.431005709643239, 1.4245778462016656, 1.473927516479074, 1.4066728025871564, 1.3969024911664942, 1.3883570874465407, 1.3887618503565005, 1.3969344372744346, 1.3391401520540538, 1.415598501430674, 1.4764082027846148, 1.6915344904938143, 1.447846053865673, 1.4523183203787802, 1.7833007840711101, 1.3950865011241145, 1.4065285763238253]"
CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,[M+Na]+,213.7871595,256.99999999999994,"[1.533591310773339, 1.5304546284133165, 1.523109577940411, 1.3551331840509624, 1.334002902357578, 1.332444794239143, 1.352968117320605, 1.4000522878639075, 1.4684563755994402, 1.3432930970189738, 1.5064357758633797, 1.5377653439294268, 1.5373081652764833, 1.5290361592103576, 1.5019156299446248, 1.218530011121242, 1.3465601762689725, 1.434857434684244, 1.4245529538822914, 1.4775836713561554, 1.4087498396807605, 1.3972370948819532, 1.3882128479142137, 1.3884950261602176, 1.3978815765315529, 1.3394327749915258, 1.4154685147079105, 1.4764396879518236, 1.690112143039894, 1.4522416918338386, 1.4488883759632274, 1.7837112169662395, 1.3974910799381501, 1.4079597967816142]"
CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,[M-H]-,220.1460835,254.4333333333333,"[1.529462887230351, 1.5292811148436332, 1.520358733132912, 1.357618819760721, 1.3342756087709782, 1.3300489866987606, 1.3506544208805096, 1.4051363423351577, 1.469383525251886, 1.3444666021623128, 1.5067524179894196, 1.5337925473504745, 1.5389470969074432, 1.5287878920482596, 1.5057048519379095, 1.2206441388761375, 1.346429455452911, 1.4336461524847144, 1.4271160725620362, 1.4764040561890752, 1.4078203215245684, 1.3970631666078173, 1.3875455269009567, 1.3897447452978229, 1.3967641400987734, 1.3389793460527564, 1.4141173451292777, 1.476697421363845, 1.6911373798652127, 1.4522648781485799, 1.4489855101384257, 1.7836458907155648, 1.396424251307469, 1.407290177440431]"
CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,[M+Na]+,177.1960563,178.7,"[1.4849998279075411, 1.319266721467844, 1.3677616428247912, 1.3725208280790595, 1.3701931685175575, 1.4532047158676746, 1.5332610172421604, 1.5477222941177804, 1.5384723050280522, 1.4903593110562732, 1.3837919874901745, 1.4588101356712155, 1.227626291291418, 1.42088918479932, 1.4102057323381125, 1.3979775448185894, 1.3908334975542935, 1.3981899219282292, 1.405300350068216, 1.384076966535942, 1.4476149056077756, 1.3761528093739424, 1.5310242007666646, 1.371817232548447, 1.4000260469934072]"
CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,[M-H]-,171.8121266,172.09999999999997,"[1.4845885337340785, 1.3185312443624264, 1.3680940123048493, 1.3723510494640248, 1.3691224879656447, 1.4484208357228217, 1.5357275497650404, 1.5443052317569732, 1.5354057202744353, 1.4879912740063426, 1.3820115424115529, 1.4552724018926568, 1.2304998813485788, 1.4221989594610123, 1.4105684738139141, 1.3981239701096977, 1.3907435291536325, 1.3980945799389874, 1.405294978970933, 1.3835766774150897, 1.4475432705248519, 1.378224466784542, 1.529707006854787, 1.3718957107182492, 1.3998951111168854]"
CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,[M+Na]+,185.3166258,187.23333333333332,"[1.4839646984660309, 1.3790869313414933, 1.3816578623972036, 1.3135245564133284, 1.703009294189627, 1.3688460594995084, 1.3726348491634828, 1.22738769455044, 1.5244218355101875, 1.3545253803114055, 1.4807473465853074, 1.4034987058563368, 1.400074440050126, 1.3947577250871717, 1.3917326660524634, 1.3976618072658045, 1.75755051433399, 1.4482754498245614, 1.4464799783175823, 1.705146355939177, 1.4781175499839696, 1.38819272893949, 1.713149873340579, 1.455671069417223, 1.3951606246314994]"
CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,[M-H]-,177.2251636,188.50000000000003,"[1.48396857720778, 1.379091440521944, 1.3816600339669312, 1.3135249866133685, 1.703016872400419, 1.3688469034095727, 1.3726347231825893, 1.227382367991947, 1.5244191951050998, 1.3545233242429913, 1.4807505685830966, 1.4035011258437649, 1.4000748541482666, 1.3947591612473114, 1.3917328244324565, 1.3976615291632866, 1.7575523913093427, 1.4464809493249995, 1.4482771936663401, 1.7051461952051195, 1.478114958759927, 1.388192978508089, 1.7131479087193475, 1.4556687047055088, 1.3951637535895676]"
CCCCCCCCCCCCCCCCCCC(=O)O,[M+Na]+,190.5497948,218.53333333333336,"[1.5208662969053375, 1.5301680501470334, 1.5303276417961522, 1.530444578821979, 1.5297336587990311, 1.530403553103927, 1.530478617626412, 1.5313119744364687, 1.5308447667271938, 1.530674092805634, 1.5289721775998706, 1.5333140521637068, 1.5340634851628683, 1.5316255454639374, 1.5327875397997341, 1.5308327255922751, 1.5242854547860507, 1.5012826929447394, 1.2192348945608313, 1.3461599193169014]"
CCC1=CC=C(C=C1)O,[M+H]+,119.6007164,87.16666666666666,"[1.5209792343605486, 1.507418989081196, 1.4024003217420558, 1.3969295597407683, 1.3908968137607727, 1.3891864487787149, 1.395637966285461, 1.3636663370317632, 1.4017961210134424]"
CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,[M+Na]+,178.502948,184.56666666666666,"[1.500151884370574, 1.3895313884120335, 1.4789418285529572, 1.4444108699022953, 1.36253384186898, 1.2163245244770562, 1.450438169395092, 1.3834174392633478, 1.4003983549781525, 1.4213331859375162, 1.3758165810832876, 1.4295844326179858, 1.5149108504661053, 1.50936853139853, 1.3493707747972883, 1.5096703481812046, 1.52458095453829, 1.529304295305951, 1.5030783885486205, 1.2204305221375351, 1.3463656732372313, 1.3660690218371225, 1.4127624717132778, 1.3793596834473187]"
CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,[M-H]-,175.8755231,181.5,"[1.5002100150871427, 1.3895439870021757, 1.4791864127528354, 1.4441350719991781, 1.3624460011225146, 1.2162826636620203, 1.45056684843755, 1.3836676369347412, 1.4005080329020603, 1.4218514587746085, 1.3759233945814466, 1.4299066302809122, 1.5146902898162466, 1.5069877572974784, 1.3487086893690665, 1.5054428949675913, 1.5180175181630597, 1.5276339528130354, 1.5027566721824632, 1.218777665490866, 1.3482972428701225, 1.3659172230804917, 1.413030351134264, 1.3792977506199717]"
CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,[M-H]-,176.7931724,183.96666666666664,"[1.5229772704921802, 1.4748152847687512, 1.4748083409772998, 1.5253105062464714, 1.4852389758811488, 1.539961137786019, 1.4485696557117025, 1.3724624479110092, 1.2284742658072387, 1.5005509159754866, 1.4054349433522633, 1.393300270066305, 1.4023319238993928, 1.4017332768567807, 1.405615981269905, 1.3713529655019208, 1.4225070397528963, 1.4072991916115094, 1.7296912632788155, 1.4105295886065594]"
C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,[M+H]+,156.1265082,148.86666666666667,"[1.5222707232336905, 1.5063019262088195, 1.4054004297329308, 1.3944040119606194, 1.3908683249234275, 1.3953739439734443, 1.4034246582357905, 1.4327703797082907, 1.4466754383156883, 1.4138887093901813, 1.396156369079214, 1.3840774012252912, 1.3916687095889417, 1.41580378576273, 1.402103544866057, 1.2289733533578138, 1.3676318577517381, 1.4300997091591312, 1.5154341149517292, 1.404803451728645, 1.4138567827081412]"
C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,[M+Na]+,162.447738,149.33333333333331,"[1.5285787721643285, 1.517631418094824, 1.4194338843447962, 1.3912797888073347, 1.38280814902505, 1.3966879821137468, 1.413897221550177, 1.4459220046475294, 1.4301250271387143, 1.403794343431024, 1.3950770209722876, 1.391777360987109, 1.3945874773848534, 1.4029273280508912, 1.4034466395625371, 1.2292074930868189, 1.3684367991167925, 1.4354708580741118, 1.501101652463382, 1.415389754494215, 1.399985295366364]"
CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C,[M-H]-,142.5693981,119.2,"[1.43641169654923, 1.3754036113133046, 1.3335804653752448, 1.3664617415171036, 1.4091410933931412, 1.2165895358981609, 1.3619155504398879, 1.3987668966090026, 1.2319716337159732, 1.4060461320375317, 1.3946759623428395, 1.2278905937967144, 1.4505410696619818, 1.453979769790511, 1.4084538073879111, 1.4654122178896787]"
CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,[M+Na]+,220.7655763,288.0333333333334,"[1.5446729264777286, 1.5450251918938565, 1.5378765072184029, 1.4074351155812692, 1.398188877333982, 1.3984934613727358, 1.4008466076906017, 1.400105248899878, 1.5148006553748457, 1.53360829797567, 1.5355590403540804, 1.534873038225904, 1.4784074307751922, 1.4755921031052324, 1.52744939405338, 1.5530269051239085, 1.5461200358017346, 1.5287743182298847, 1.5802235719895028, 1.5483431797817144, 1.413231389204519, 1.3964852993412975, 1.3904861870886052, 1.3914517415782501, 1.3996826822173898, 1.5449877398149734, 1.4082666605741512, 1.3976562667831471, 1.3908735521517803, 1.3920771988847906, 1.3971793817652518, 1.450393059264156, 1.4253919137332183, 1.5357675809326414, 1.2219512477921235, 1.3497622918746766, 1.4026386287924473, 1.4704026433964885, 1.406136620930581, 1.409127363771604]"
CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,[M-H]-,224.2238715,290.6666666666667,"[1.5462648360782232, 1.5456143958898647, 1.5387030745064942, 1.4082855170689679, 1.3998056768898886, 1.3975333890055421, 1.402513256604725, 1.400051826302713, 1.516818676816536, 1.5364288941848987, 1.5293570875810458, 1.5386021024409464, 1.4611352814920127, 1.4563273970834214, 1.5273473387106664, 1.5530399803228883, 1.5497234223442098, 1.5283910306624984, 1.5812318142319595, 1.5514553380718166, 1.4130090706692922, 1.397552926795569, 1.3888945007175955, 1.3899406810964743, 1.3994170491120586, 1.5482513489806315, 1.4084525464573823, 1.3965006512343274, 1.3916126103004103, 1.3924346294892391, 1.3964620500674658, 1.4436698004184734, 1.4257741336655363, 1.534836490722857, 1.2219999776691814, 1.3511402497249168, 1.4021269255981308, 1.4585210130763941, 1.4054489911505517, 1.4079330589480274]"
C(CC(C(=O)O)O)CC(=O)O,[M-H]-,128.3504122,95.60000000000001,"[1.5347635381379763, 1.5306665693469181, 1.5285718486748914, 1.2228493685404875, 1.3453847319489949, 1.4298160617248779, 1.526160420461872, 1.5022431700653496, 1.2193812944547016, 1.345762798102436]"
CC(=O)NC1=C(NC(=O)N(C1=O)C)N,[M-H]-,141.1549591,115.5,"[1.5077311160373066, 1.2271874682426847, 1.373738998997023, 1.389251081817456, 1.3507037129097672, 1.3637238552798057, 1.361885954838816, 1.2294086451461135, 1.375190207237912, 1.3757082150721112, 1.2354911197687235, 1.448571244708084, 1.3748392647754508, 1.508291239487114]"
C(CC(=O)O)C1C(=O)NC(=O)N1,[M-H]-,132.8707999,96.46666666666665,"[1.5249664675485293, 1.500020043633519, 1.2196512254852827, 1.3432181969537755, 1.525963939071939, 1.5309840738305147, 1.2213732674583975, 1.3592799284716373, 1.3523361047172393, 1.2171907204553498, 1.3756198038036382, 1.4429148654278234]"
C(CC(=O)C(=O)[O-])C[NH+]=C(N)N,[M+H]+,139.9358957,99.63333333333333,"[1.5331499469614434, 1.5012343899064133, 1.2331290966290835, 1.5174908713873256, 1.2617696872109982, 1.276539315915225, 1.5339008891168124, 1.4684745257568579, 1.3515140893419535, 1.327376173499716, 1.3431150385146413]"
C(CC(=O)C(=O)[O-])C[NH+]=C(N)N,[M-H]-,135.0823153,100.13333333333333,"[1.5347019355969878, 1.508682001157894, 1.2273549651233124, 1.511700929922994, 1.2694367502274528, 1.2837857248896358, 1.535471337549348, 1.4607212559385692, 1.3413303299771802, 1.337279410526349, 1.3305437230158488]"
C[C@H](CCCC(C)C(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,[M+H]+,214.0232942,260.8,"[1.5285567354014726, 1.5542201447096067, 1.5366718161958866, 1.534913968476967, 1.5385604117983824, 1.5279013576848983, 1.5157021055942232, 1.2218016214467489, 1.3441470787714358, 1.5552767992006877, 1.5564407235659192, 1.534104746155227, 1.520818199701707, 1.5482581008701306, 1.5395312218112036, 1.5391045664185308, 1.550255316239552, 1.5538049270905876, 1.5370769512657785, 1.4960840695157054, 1.345153197541298, 1.5365928895303367, 1.55819459728586, 1.528384815618323, 1.525958073235156, 1.5292682282047037, 1.4269734045983649, 1.5474376149500428, 1.5473178039145405, 1.5618186757645682, 1.5332717169785826, 1.5815958081220816, 1.5137472627539796]"
C[C@H](CCCC(C)C(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,[M-H]-,214.9870628,261.5,"[1.5411316775527966, 1.5500527112767548, 1.540452870861283, 1.5332588958851752, 1.5342518650119423, 1.5277457879164884, 1.5137777079311197, 1.219427368175455, 1.3474490956000724, 1.5529768646006183, 1.5499707124234152, 1.54237419000482, 1.5267404030280014, 1.5455007469065054, 1.5366716963989144, 1.5385469797818527, 1.5535524919879524, 1.557271710385499, 1.5363774609917822, 1.4963949518558928, 1.3453791647625293, 1.5366212182228527, 1.5583849143295347, 1.5282370790625384, 1.525555334285683, 1.529757234606916, 1.4264697974497567, 1.5476591347300466, 1.543683663565594, 1.5551475588551356, 1.5320033949225953, 1.5818899271830755, 1.513717630499638]"
C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,[M+Na]+,189.1536288,225.5,"[1.5484820198900788, 1.4796817077266275, 1.474322746533297, 1.5399975609921124, 1.4790099719416638, 1.468570151713633, 1.5387053988409498, 1.4335494756577283, 1.4349047157144383, 1.5280460925268817, 1.4279694073420373, 1.4018301323241158, 1.3057601099228682, 1.4047946228922015, 1.4008456311723074, 1.3962788325486708, 1.3911546601602625, 1.3947473845839073, 1.4029938604799974, 1.7883797341835437, 1.7830880548667933, 1.4018847876272342, 1.3970872331451674, 1.3927091204820732, 1.3943477264006328, 1.4037072097024836, 1.470938153096939, 1.501908155147663, 1.4071733558647332, 1.4006184156826198]"
C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,[M+H]+,193.7824196,205.2,"[1.5281949958543664, 1.4465077177062393, 1.3687757375190241, 1.314811065121411, 1.3767382896267228, 1.3210181998673618, 1.4808786942174383, 1.3607656862548432, 1.3547676454088782, 1.360653932414372, 1.48963907411267, 1.469628889007811, 1.3865830188296442, 1.2324785157313152, 1.5163031093298158, 1.5377618320459552, 1.5500782332218561, 1.5105045394176808, 1.4031316776425375, 1.393485106290434, 1.3896910282045296, 1.3877818650261746, 1.391446581589419, 1.3402229473737692, 1.3395796274117038, 1.3396559987007097, 1.4762744507429606, 1.469470821711906, 1.367657775285352, 1.4031093487514086]"
C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,[M-H]-,182.2176156,201.43333333333334,"[1.526270937304654, 1.445546508469631, 1.3679620277393167, 1.3145745019287867, 1.3764704886475738, 1.321696195754264, 1.481607156269637, 1.360190525084594, 1.3610097262789198, 1.3548336486618577, 1.486835613157161, 1.4707324477276635, 1.3945779788399961, 1.2317197571695564, 1.5236460668080527, 1.5395428652337608, 1.5463464688598185, 1.5105118093587386, 1.4021996828926944, 1.3930099570843169, 1.3912274739820851, 1.3884600882194187, 1.3907311211110285, 1.3404158860658557, 1.3399813063014516, 1.339761174131634, 1.4748898608785437, 1.4682930953534983, 1.3671882124271215, 1.401746844170985]"
CCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,[M+H]+,155.7222429,145.86666666666667,"[1.5225058532635938, 1.5278110022322307, 1.5113673477878709, 1.2216637787894293, 1.3565421907303328, 1.4634811044827758, 1.5290997793093255, 1.5071896975492216, 1.2603983405798522, 1.25835994168584, 1.5575039150231693, 1.561459312648579, 1.5139874188406264, 1.5212728111228349, 1.5301058761375168]"
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O,[M+H]+,185.3136906,222.56666666666666,"[1.5212257378278384, 1.5011310689482749, 1.3428781215696204, 1.5023130982020425, 1.5019714274095373, 1.3442092361521545, 1.5006670774233815, 1.5033827701884401, 1.344427294530499, 1.50070904237871, 1.5025615962136332, 1.3447961261123573, 1.5001232396395603, 1.5026747160127663, 1.3435127031724052, 1.5010785265630746, 1.5295654252888722, 1.5312598721333675, 1.5333652030916074, 1.52794470891836, 1.5043302982528328, 1.218655823181047, 1.3488348641532157]"
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O,[M+Na]+,185.9039864,225.6333333333333,"[1.522573239442744, 1.4997282821271445, 1.3443826430075674, 1.5018020816685813, 1.5047106617347028, 1.3452091508074815, 1.502863064840211, 1.5046404482741722, 1.345566471237068, 1.5050896222422878, 1.5034591374241744, 1.3452246070025948, 1.5035430969634456, 1.5038470813962825, 1.345571000657396, 1.5026907435608627, 1.528923395842397, 1.5302169369227507, 1.531526947182707, 1.5272675817014671, 1.5083985160430267, 1.21870678928523, 1.3468689034644765]"
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O,[M-H]-,185.2535712,226.9666666666667,"[1.5197986184060386, 1.4997653058075462, 1.343601641484314, 1.5004142082734868, 1.5014274427927479, 1.3451537556708255, 1.5000518029837102, 1.5008973297194936, 1.3437975574287018, 1.50122072547025, 1.5027538396158988, 1.34543510725142, 1.5011019437452093, 1.5022352647633683, 1.34407813069793, 1.5033302547036465, 1.5315156701998394, 1.5340915479797244, 1.528783216945407, 1.5256287658306007, 1.5023474056351922, 1.2207072732579303, 1.3466039224592037]"
CN1C=C(N=C1)CC(=O)O,[M+H]+,124.7566613,88.4,"[1.4397605164422926, 1.3644098496963888, 1.38114454944632, 1.3790309987416347, 1.3137675853250024, 1.4868708764732437, 1.507220659863471, 1.2202587953258406, 1.3538306732386156, 1.363557725415385]"
C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,[M+H]+,154.9364004,144.13333333333335,"[1.390189502320295, 1.3944088770854228, 1.3887393926162965, 1.358655990087298, 1.356074194495167, 1.4913666220822475, 1.5347327830410182, 1.5201087228472443, 1.5269428374869003, 1.450198848152926, 1.540804468238537, 1.4244524921279418, 1.4317753673534759, 1.4242488640685103, 1.4782791164276494, 1.2223680044984024, 1.3660610682063736, 1.3903962136707793, 1.4338926225370399]"
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,[M+Na]+,195.9100518,228.2666666666667,"[1.5447071686814176, 1.4720674341690752, 1.4703206696735627, 1.550213858499328, 1.4702047827713245, 1.4673814990786664, 1.5371009260933297, 1.4315790842622467, 1.4252265599628084, 1.5286513083314863, 1.2226309083635627, 1.3487752309124685, 1.4856997112936852, 1.5370460022924746, 1.4085364361199564, 1.3962640710741012, 1.3943138400249753, 1.3938216935278678, 1.396598177280662, 1.5453813254592448, 1.408338884424665, 1.3987272624835825, 1.3911576969140471, 1.3911109559828074, 1.3991309452448013, 1.7192698855736064, 1.4700424735758848, 1.4067600202821835, 1.4092655136089585]"
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,[M-H]-,193.8081649,222.9666666666667,"[1.5530876047035833, 1.4845761930951842, 1.4764005211100655, 1.5553262571815203, 1.4835666512511512, 1.477972767388289, 1.5371301591210988, 1.430811306554214, 1.4225845150885872, 1.5196539650763043, 1.2221782192658486, 1.3485143130769341, 1.489200433707893, 1.5345666105735205, 1.406080814394713, 1.3958049104066945, 1.3928240246266683, 1.393208016534796, 1.396491510721453, 1.5370011315005527, 1.4068742948624826, 1.396666018475663, 1.3919747101493003, 1.3929433291545594, 1.3974003268883668, 1.7206911681375652, 1.4736706806578572, 1.4056046247367038, 1.4060753475350036]"
C[N+](C)(C)[C@@H](CC1=CNC2=CC=CC=C21)C(=O)[O-],[M+H]+,158.5941307,149.83333333333334,"[1.5172157052147646, 1.5041876964521728, 1.5341851885004945, 1.6315551160140147, 1.542903278862551, 1.5012952887330246, 1.3806023565656422, 1.3667626009054707, 1.3754364132566435, 1.400023801810217, 1.397445082334561, 1.3923636065005485, 1.4001081424701087, 1.4107561948135614, 1.5725156175391555, 1.264291533882131, 1.2621598474705538, 1.4325108340556651, 1.3957841344946877]"
C[N+](C)(C)[C@@H](CC1=CNC2=CC=CC=C21)C(=O)[O-],[M+Na]+,161.7213809,149.4333333333333,"[1.5366962322272473, 1.5170871347857102, 1.500685026503273, 1.6211637703723638, 1.5450380816251186, 1.5011619105885892, 1.3813992445567844, 1.3659251412812152, 1.3739759498082684, 1.4001211485806242, 1.397095499528393, 1.3917589092603824, 1.4000088062553486, 1.4120262106253858, 1.5714848426851065, 1.25639774423628, 1.2669623046945844, 1.438735856092156, 1.3962675664515622]"
CC1=CC=C(C=C1)OS(=O)(=O)O,[M-H]-,137.8685434,103.23333333333332,"[1.5008315681969715, 1.4010505936958721, 1.39537302079101, 1.3925687656183456, 1.3925419778446362, 1.3956901343365813, 1.3679296270992354, 1.6346626927616996, 1.4459763495436566, 1.4480512833502581, 1.6161860367441565, 1.401207795184442]"
CC(C)CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,[M+H]+,161.2680727,154.60000000000002,"[1.5290223417452256, 1.5289658635816041, 1.5337163045266695, 1.5094443001196127, 1.222525410007917, 1.3542939130687344, 1.4627224793914906, 1.52881961788641, 1.5070623219740182, 1.2604531878858576, 1.2582626850409697, 1.5569338605320924, 1.5614573966907161, 1.5211498826980947, 1.5300454659826084, 1.513993972849729]"
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](CO)O,[M+H]+,203.2828332,245.1333333333333,"[1.5210772021270256, 1.5259995199442749, 1.5340033521973047, 1.5381168821330127, 1.5024907102901608, 1.34288422418115, 1.5032610210160586, 1.5011334103607743, 1.3442469077115227, 1.503419785879183, 1.5011886714961804, 1.3444765293574745, 1.504569054077557, 1.502374490436275, 1.3422869839016283, 1.498089158754627, 1.5328644219995697, 1.527621657665017, 1.509833963245281, 1.2231654383636221, 1.3630871445463728, 1.4386060570236925, 1.5285414796891965, 1.5300515752320334, 1.431539382217591, 1.4356980450377652]"
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](CO)O,[M+Na]+,198.1352391,251.86666666666665,"[1.5177457991879608, 1.531269399205893, 1.5335919226061492, 1.5329450628853503, 1.5030455999023062, 1.3439042037291777, 1.4976600816936503, 1.5046709479868006, 1.3444960354555326, 1.5003343459433567, 1.5051622497785457, 1.3447787891446537, 1.4976630360503238, 1.5053616343638827, 1.3439480154604593, 1.501655127249215, 1.5303678785888877, 1.529407198084613, 1.5081613494248014, 1.224548998978806, 1.3618049503889662, 1.4402305849771118, 1.5403811446397313, 1.5312435607938764, 1.4233442135370233, 1.4297264744628897]"
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO,[M+H]+,204.4242886,245.9,"[1.5200840191289022, 1.5306771635354197, 1.5321305022674572, 1.528366837476142, 1.5038427478405714, 1.3438278896114635, 1.5023487495288048, 1.5018224196798928, 1.3439861362205314, 1.5030103475247374, 1.5011842580147126, 1.3445706229295944, 1.5047704092259881, 1.502854890723445, 1.3434749623233488, 1.5033041568720462, 1.534254575229732, 1.5282102968792708, 1.511054956374898, 1.2208119462674338, 1.3639319600937214, 1.446782375944158, 1.533508732053691, 1.4225401988736723, 1.532062978876827, 1.4274576893473183]"
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO,[M+Na]+,199.4816887,246.3,"[1.5231362565652937, 1.5321982880737899, 1.5340123822969984, 1.5322636507096867, 1.5026242042200733, 1.3428839504113996, 1.5002373941377143, 1.5007291323731815, 1.345969017556418, 1.5034830603566296, 1.5032130264891306, 1.344690856798127, 1.504267603190156, 1.505548201131252, 1.3456886938187467, 1.5022319953602878, 1.529476826163779, 1.5277615809739218, 1.5092158139601821, 1.2241566831044295, 1.360972564364719, 1.4571738801603935, 1.535629172742336, 1.4265804181981143, 1.5313056559997984, 1.4303635273034867]"
CCCCCCCCCCCCCCCCC(C(=O)O)O,[M+Na]+,188.937236,206.66666666666669,"[1.5204271427033051, 1.5305690000934595, 1.5310092913089963, 1.5325777972466295, 1.5305963620884528, 1.5327743220212426, 1.5326976774438787, 1.5304226118260256, 1.5329512976354425, 1.5307494114894546, 1.5326312169308924, 1.5320497721719277, 1.530491125678727, 1.530543415353525, 1.5337287530148838, 1.5300010480998676, 1.5319140084118672, 1.2194057982566535, 1.3552543528982048, 1.4278013560439917]"
CCCCCCCCCCCCCCCCC(C(=O)O)O,[M-H]-,181.4769253,211.23333333333335,"[1.5222517840776302, 1.5315828515113548, 1.5325193327566125, 1.5287366951605879, 1.5311055852061446, 1.5312866478337022, 1.5307161407196948, 1.5312683908028566, 1.533323070720841, 1.5326650092078535, 1.529964729556391, 1.5304981687381465, 1.5334824870315673, 1.534082271982816, 1.5300868332039, 1.5313467180260476, 1.5291434156478707, 1.2222492325171315, 1.3472782044207694, 1.4279703367679553]"
C1=CC(=CC=C1C[C@@H](C(=O)O)N)OS(=O)(=O)O,[M+H]+,167.1950564,138.93333333333334,"[1.3956968576894562, 1.3919538316348572, 1.3920354897351743, 1.395448353637569, 1.4026832192329528, 1.5151079983675237, 1.5392728927094832, 1.5345527320125714, 1.2213747588877228, 1.354531565726709, 1.483958649617511, 1.3678638341829406, 1.6345682232058172, 1.4461436930000262, 1.448065431820256, 1.6163772503432534, 1.4020995169653108]"
C1=CC(=CC=C1C[C@@H](C(=O)O)N)OS(=O)(=O)O,[M+Na]+,158.9071718,139.0,"[1.396716547648808, 1.397457759255272, 1.3926079091307335, 1.3992125448508277, 1.399947571043037, 1.5137400042178657, 1.5399919906564936, 1.5338326455908518, 1.2228354415187097, 1.3495474953134667, 1.4827464666608645, 1.370315918833658, 1.6264815945959483, 1.4459559608735137, 1.4479795905562949, 1.6149425150753247, 1.3994962523176038]"
