SMILES,Adduct,True CCS,vpa,bond_lengths
C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,[M+Na]+,251.4337186,301.7333333333333,"[1.5228614125426823, 1.427290320341178, 1.4264264696943152, 1.529794492902898, 1.5239852251748796, 1.4275278088976018, 1.5241941116284141, 1.5320947318371658, 1.5429766818234207, 1.432760905198667, 1.4359680833048853, 1.429425520130659, 1.528780436702159, 1.507810997245597, 1.4348129069793134, 1.3718345389542073, 1.2209219604533383, 1.500009949509295, 1.5283768952105352, 1.5347115917944132, 1.4091977035553278, 1.3768660225023353, 1.3698271791991241, 1.378568558409888, 1.4071641219564301, 1.3607404474330709, 1.4391203164585373, 1.443840797453139, 1.5332618005654404, 1.409076711196223, 1.3973410811531932, 1.3969142738956242, 1.4007312443704252, 1.3947559114781445, 1.3731672555024919, 1.4233627578935037, 1.3779869041816837, 1.3697707080360242, 1.4245081098424694, 1.4403499443152064, 1.4355924503110875, 1.4327202990745602, 1.430367656075723, 1.5334486763532522, 1.5185370481938563, 1.4303220594755581, 1.359363803519797, 1.4108178726830811]"
Nc1nc(=O)n(cc1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,[M+H]+,155.9194072,135.76666666666665,"[1.3674227998460395, 1.2953062937922868, 1.3738537026667235, 1.228785416167588, 1.3978388855872927, 1.3763226568378422, 1.3317120739654282, 1.4610755146501118, 1.4525770793895783, 1.4492622794505667, 1.5327570131932509, 1.418952817092062, 1.5295389277074274, 1.4405106320233243, 1.5127248914528737, 1.3562717881053516, 1.3483221043489224, 1.4751248521507943, 1.5340593961809603]"
Nc1nc(=O)n(cc1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,[M+Na]+,167.9127968,133.76666666666668,"[1.36737467704781, 1.294943144002228, 1.3741093368972848, 1.2281565699523487, 1.395720325699284, 1.3787907140589513, 1.3315771455468148, 1.4617346562785398, 1.443711748622973, 1.4452021186214563, 1.529811039969229, 1.4290375046853552, 1.523329377777696, 1.4313960834379622, 1.5188428060047323, 1.3462229047809366, 1.3655191877999047, 1.47432016005194, 1.5381046853793026]"
[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12,[M+H]+,158.1947337,154.63333333333335,"[1.3547641599979106, 1.5124976251720574, 1.4255715122088064, 1.525610597054475, 1.525907938483568, 1.4256699554248633, 1.4354078671590549, 1.4446184322588498, 1.449618595853484, 1.372427414752625, 1.316131106817115, 1.3782126870043028, 1.406957760080261, 1.3885738649680361, 1.3497042071894114, 1.3465276653366975, 1.7121718898031206, 1.3478028439081924, 1.3426231939687996, 1.52523679502328, 1.3687694846294312, 1.386897778459683]"
[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12,[M+Na]+,166.5109924,152.06666666666666,"[1.3531077478053548, 1.5129690155343853, 1.4242421413424458, 1.5247717992996024, 1.5271197925937687, 1.4243204051549418, 1.438106169158571, 1.444974501367473, 1.4482438067464036, 1.3723111428372343, 1.316004343838659, 1.3782301878373666, 1.4068943462327632, 1.3877983342699995, 1.349655619963627, 1.3465877323981257, 1.7116418225925745, 1.3482341867828955, 1.3423036168641116, 1.5263006798224792, 1.368527260501391, 1.3868257636964487]"
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,[M+H]+,207.5989807,247.73333333333335,"[1.5274520983165454, 1.5500488211110182, 1.5407638097534133, 1.541372648129268, 1.5367255730894638, 1.2297535911897408, 1.3630998400554668, 1.4380417407069435, 1.5296744836109024, 1.5364563815234693, 1.53123004342484, 1.5088145289843433, 1.3450432345717087, 1.445525809215961, 1.338014379183387, 1.515647751496761, 1.5378677256274917, 1.587333318472293, 1.5435858581432973, 1.5404973167226848, 1.5405802966055753, 1.5231596644138616, 1.5157691711685946, 1.4295837456902114, 1.5206638751084947, 1.5087322337700442, 1.2312623068494608, 1.3482081082852317, 1.5702075278311753, 1.5597956777646866, 1.5383169926441769, 1.4394883575034088]"
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,[M+Na]+,169.6666747,145.16666666666666,"[1.4819331699393523, 1.337931021737107, 1.3802023526051677, 1.357990377392128, 1.4512568862553747, 1.6898703697079909, 1.4476968189217252, 1.4484578825793877, 1.7780703937921551, 1.3964808125547983, 1.397246252861101, 1.3988052837359997, 1.39847762992705, 1.398709650391836, 1.3971631379921576, 1.3769647254086443, 1.4805217416710976, 1.4233931878588124, 1.3961841445366434]"
[C@H]1([C@H]([C@H](O[C@H]2O[C@@H]([C@H](C[C@H]2N)O)CN)[C@H](C[C@H]1N)N)O)O[C@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)N)O)CO,[M+H]+,202.6481025,252.20000000000005,"[1.5400348682338942, 1.5428301698267421, 1.437964328543445, 1.4243796362825585, 1.430851154477683, 1.4405507735044674, 1.543809142255947, 1.5335294287227557, 1.536080849084186, 1.4775328899956348, 1.4359938019462242, 1.5502285448885864, 1.4632352053946416, 1.5491435419959416, 1.5316790904681619, 1.5268377919080285, 1.4737451787480078, 1.4717274895059687, 1.445989587727855, 1.446967916838299, 1.432429637730887, 1.4241366934160926, 1.436031770817205, 1.5481042162303484, 1.5377534306147587, 1.5419574446529483, 1.4429346038998425, 1.4803609251551286, 1.4335549851866682, 1.5366643860893083, 1.4238667813613817, 1.5424447180659735, 1.5493269780885437, 1.5535986701472848]"
[C@H]1([C@H]([C@H](O[C@H]2O[C@@H]([C@H](C[C@H]2N)O)CN)[C@H](C[C@H]1N)N)O)O[C@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)N)O)CO,[M+Na]+,206.8461712,252.93333333333334,"[1.5538095349133645, 1.5384545520892066, 1.4353622682575633, 1.4280293103650035, 1.4316202657458745, 1.4371665634532105, 1.544417945898267, 1.5282014530959185, 1.530333093717181, 1.4708626919407413, 1.4287143295179825, 1.5452084758299425, 1.4683608776249966, 1.5530860060700014, 1.5400075434973273, 1.5292405587184206, 1.4816821784730105, 1.4759497545608316, 1.4357387694061694, 1.4371667529874435, 1.4305200283590316, 1.4370512709287189, 1.4399941682191537, 1.538615536989055, 1.545575771292388, 1.5470349449674414, 1.4407216584120868, 1.4738482262981236, 1.4430380650644776, 1.535499117986153, 1.4311674285812856, 1.560283420700194, 1.5486774597218755, 1.5571581550761289]"
c12c(ncn1COCCO)c(=O)[nH]c(n2)N,[M+Na]+,160.6487213,127.60000000000002,"[1.3773079042010206, 1.3725033595300937, 1.3177968080575369, 1.3732837856747064, 1.4472610254944585, 1.42652029363605, 1.4308287550826082, 1.5264452372883586, 1.4275272286845302, 1.446822755973038, 1.2271665916451424, 1.3882987857592388, 1.380137249021785, 1.3052716657103685, 1.3570133070300612, 1.3651489540992177, 1.354288535599749]"
c1nc2c([nH]1)c(=S)nc([nH]2)N,[M+H]+,132.570056,94.46666666666667,"[1.31864540860609, 1.354173772490626, 1.3655214975049617, 1.3688425362111594, 1.430581657508947, 1.6718175690929948, 1.3832718938105266, 1.301319051521682, 1.3666864320200678, 1.3593239945545113, 1.3728489210290935, 1.3329264141720356]"
c1nc2c([nH]1)c(=S)nc([nH]2)N,[M+Na]+,142.2641423,93.83333333333334,"[1.318645533502765, 1.3541735440286569, 1.3655216161678563, 1.3688427068018136, 1.4305816344573827, 1.6718175584410406, 1.3832719116580783, 1.301319199187255, 1.3666864329615172, 1.3593240475033965, 1.3728491182776033, 1.3329264744662834]"
C(P(=O)(O)O)O[C@@H](Cn1c(=O)nc(cc1)N)CO,[M+H]+,157.9768903,146.90000000000003,"[1.8014651013387724, 1.4942596241062842, 1.6025026163719278, 1.6067527718071715, 1.4352900141342044, 1.4331054386104267, 1.547747723015925, 1.4682516645245758, 1.398574842578644, 1.2319956598750779, 1.3729036751282708, 1.295552409798334, 1.475289014802814, 1.3312761610410029, 1.3673397999963108, 1.5334934910397606, 1.423535854793276, 1.3769134127995828]"
C(P(=O)(O)O)O[C@@H](Cn1c(=O)nc(cc1)N)CO,[M+Na]+,160.1763082,148.93333333333334,"[1.7914883874143213, 1.4945534927832884, 1.6000249970953335, 1.6079087607616038, 1.4340927611144407, 1.434981949157173, 1.5441449379374046, 1.4677333112285091, 1.4022930989545395, 1.2291805171482395, 1.378544915588416, 1.2942405653780937, 1.474169596324809, 1.3308453201603108, 1.3691010495218225, 1.5395369209464775, 1.4278746743542896, 1.3763156375096728]"
Oc1ccc(NC(=O)c2ccccc2O)cc1,[M+H]+,151.3645811,140.33333333333334,"[1.362484939848195, 1.3889755739485685, 1.3986037251034398, 1.4027923226102235, 1.411343954668168, 1.382855940125951, 1.2280133773776845, 1.4917889550551315, 1.403745884438564, 1.3981476929189176, 1.3945688771637144, 1.3941868703228935, 1.393353646839086, 1.3700956468139998, 1.396320715522582, 1.3987428099069175, 1.3881930467015111, 1.4035180097935367]"
OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,[M+H]+,159.3880034,148.33333333333334,"[1.348471125895401, 1.218500201594343, 1.4887202788099294, 1.4078464138006068, 1.393609086854381, 1.3892015664214648, 1.39718108701094, 1.406577369203076, 1.4127284298748854, 1.407481919923824, 1.4017774749102778, 1.3962941648857485, 1.3925183099480942, 1.4009693746891054, 1.4072305352505574, 1.5074667162741369, 1.362932730517072, 1.3614825746584627, 1.362729069541072, 1.4135487421444195, 1.3989988975119692]"
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O,[M+H]+,152.0282194,129.06666666666666,"[1.4514995348682993, 1.3737700396053119, 1.3614858286274816, 1.4205781788890217, 1.2271936866295265, 1.3969654235477404, 1.4108971691300665, 1.2346630911140972, 1.4497764561884592, 1.3669536575045418, 1.3718758102397028, 1.318058795625205, 1.4525691579672964, 1.5043737063886016, 1.222973945310435, 1.3455607628985466, 1.3954656266776801, 1.361750098485212]"
CC1=C(S(=O)(O)=O)OC2=C1C(C(C3=C2C=CC4=C3CCCC4(C)C)=O)=O,[M+Na]+,225.7544066,200.36666666666665,"[1.4871303727134535, 1.403466019157047, 1.7953337861836338, 1.4429409707427803, 1.6130215920870024, 1.4440772831610689, 1.38632382763199, 1.3486536886538416, 1.3643690107354949, 1.4421200773539453, 1.545693768842371, 1.518641634140747, 1.4155672216365276, 1.3918750684382077, 1.391494305924801, 1.4091065335243753, 1.4212967148542088, 1.516432278064958, 1.5221921360293758, 1.5158506915936276, 1.5464144929279453, 1.5472997629159067, 1.5449274130147366, 1.2237360796223926, 1.2233760198165542, 1.4219645008906834, 1.4454118893214047, 1.4246771272068302, 1.5399004673187013]"
COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(c(c2)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)cc1OC,[M+Na]+,223.6883337,287.09999999999997,"[1.4195271226161088, 1.3728484708511133, 1.3967517315392557, 1.39737697023003, 1.3990969530977715, 1.5119910917940464, 1.5443430383671763, 1.5163423234434223, 1.425974125683701, 1.363250728594688, 1.219332793044724, 1.5039262403980667, 1.534413549039917, 1.511385545900413, 1.3957125851589387, 1.3929870261848654, 1.3972022502694321, 1.4011570059953167, 1.4025432248929555, 1.3707480840512403, 1.4262103348688917, 1.3681772039437208, 1.4300746885833604, 1.5495705292319022, 1.5318551548201675, 1.5271156001718964, 1.5373507504361403, 1.5394974702408653, 1.422689889216373, 1.436624532231834, 1.4390751318018737, 1.437057705976952, 1.4436914764315645, 1.403621797475375, 1.4008667362493692, 1.372459804095399, 1.4213083733621057, 1.4091455460150883, 1.5308924315776764, 1.4056637066912225, 1.4429421108525111]"
[C@@H]1(Cc2c(O1)ccc1c2O[C@@H]2COc3cc(c(cc3[C@@H]2C1=O)OC)OC)C(=C)C,[M+H]+,195.4870688,224.66666666666666,"[1.542945975022903, 1.483628278334809, 1.3864207325088649, 1.3700099189136699, 1.3790592682630185, 1.396442019246167, 1.4103000278843425, 1.3944100724856856, 1.3599076537666808, 1.4298880808896248, 1.5289581460714865, 1.4281953235935576, 1.3696557831508982, 1.397161771883868, 1.3979129083863764, 1.4071473411859348, 1.400140567085337, 1.4051725567007727, 1.5132480702564046, 1.518999082146282, 1.2283999897097024, 1.3733395921590281, 1.4214412060445936, 1.3730306560765424, 1.4201617177223367, 1.5199097000280808, 1.3450460502149302, 1.5083257019941685, 1.45852807232911, 1.4751503970345112, 1.38304286314193, 1.5251139864553727, 1.3975438804558242]"
c1c(ccc(c1O)O)C(=O)Nc1nc(c(s1)c1ccccc1)c1cc(c(cc1)O)O,[M+H]+,207.9133035,229.9,"[1.4042288522970825, 1.4043989604514218, 1.3957346805924236, 1.38696743230206, 1.394090796545353, 1.3678306640363138, 1.364937152765632, 1.4902461800036615, 1.2237482262697685, 1.3747582625562955, 1.3712166473698963, 1.3101194074745466, 1.3895299721963252, 1.3903867357238129, 1.7231084520660105, 1.4655559896586046, 1.4027411606823947, 1.3969394322135344, 1.3933443752292345, 1.3932612834098637, 1.396732451292771, 1.459311884004645, 1.4038884038845887, 1.39116550343047, 1.3923064534032161, 1.3856823199193982, 1.3969349167558467, 1.365064601497018, 1.3682623572097283, 1.3906676657792725, 1.6962762898923176, 1.4024041186378147, 1.4060408442607422]"
c1c(ccc(c1O)O)C(=O)Nc1nc(c(s1)c1ccccc1)c1cc(c(cc1)O)O,[M+Na]+,216.4357596,233.63333333333335,"[1.4041634012077344, 1.4058206222765464, 1.397345568878767, 1.3873161026835228, 1.392520818144569, 1.3672937226927675, 1.3647569960478823, 1.492815313110195, 1.2249541646989839, 1.374371215286713, 1.3713202118092398, 1.309872118963731, 1.3886688520848147, 1.3899616596786404, 1.7230391771321483, 1.4650801949295418, 1.4023854297720715, 1.3967327680354378, 1.3933261854031926, 1.3935347745956765, 1.3969804551029728, 1.4578095141725238, 1.401029883456854, 1.3879900398071736, 1.3925493656750405, 1.3886022068893453, 1.399437277236288, 1.3673885314232688, 1.366010764834688, 1.389066065311415, 1.6967948782915465, 1.402560912270803, 1.4061546350988974]"
n1(c(=O)cc(c2cc(ccc12)[C@@](c1cncn1C)(c1ccc(cc1)Cl)N)c1cc(ccc1)Cl)C,[M+H]+,215.3417796,259.5333333333333,"[1.3859551775121297, 1.2296779460118459, 1.4784868174817125, 1.3417047550143613, 1.4786604936157999, 1.4091696797498319, 1.4100472978198797, 1.403934249864597, 1.3998946996406711, 1.4012938526642233, 1.5595333812902454, 1.5314759111298957, 1.3896214059371823, 1.3658366763170975, 1.3091493341390894, 1.3695560619408036, 1.4443272159328837, 1.5518681644072352, 1.4113514300965881, 1.398283969371163, 1.3911497953327343, 1.3908609437356534, 1.3984002341702826, 1.7198282106944445, 1.4790860533609789, 1.477509130233951, 1.400897877809617, 1.3939460739509508, 1.3941464273583468, 1.3950115103450087, 1.3962614250925236, 1.720934254190786, 1.454113689356502, 1.4275368883868544, 1.3861172612651742, 1.4103383602485544, 1.4018349425302725, 1.4038854684273383]"
CC1(C=Cc2c(O1)ccc1c2O[C@@H]2COc3cc(c(cc3[C@@H]2C1=O)OC)OC)C,[M+Na]+,208.6269428,224.0,"[1.5331468735495728, 1.5097895421681793, 1.3355815031098466, 1.4590261312508788, 1.3997265836060553, 1.3657485143216905, 1.395890565863349, 1.3928106208153697, 1.398588147145779, 1.3955620866968754, 1.3695272560904463, 1.4281415062285956, 1.5289024990965878, 1.4283451668712028, 1.3697019510998616, 1.397141488564268, 1.397913896377615, 1.4071849605940474, 1.4001507172482717, 1.4051871674029388, 1.513150413412567, 1.5171728744667001, 1.228819232555938, 1.3733308334716532, 1.4213961599535219, 1.3730486567615745, 1.4201719519303198, 1.533159162422679, 1.441592100546941, 1.4762179613312207, 1.4082636842445329, 1.522461035133248, 1.397610896205222]"
CCC(=O)c1ccc(O)cc1,[M-H]-,131.826804,99.93333333333332,"[1.516304628274748, 1.5147689152889672, 1.2308025209494637, 1.4954401561767805, 1.4015733396997903, 1.3997474006773318, 1.3910303789751355, 1.3624767556692396, 1.388743255677454, 1.3962597430277621, 1.4028308034055172]"
CCOc1c(O)ccc(C=O)c1,[M-H]-,133.6852763,104.03333333333335,"[1.5187562318005272, 1.4285729041534398, 1.3697191093513572, 1.4017642152186305, 1.3687307312159511, 1.3908527649039073, 1.3928792830233316, 1.3987728096963006, 1.4768918809674838, 1.224745155861098, 1.403240318918906, 1.3926753895784605]"
OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,[M-H]-,169.5675002,182.7,"[1.4229010424435595, 1.5332556360563736, 1.4333428713259362, 1.5424218758600516, 1.4500594714913755, 1.5531267555104842, 1.4378760817892684, 1.4268415947985253, 1.4273166775240231, 1.4326364504852793, 1.5404343240372886, 1.432347276972952, 1.5402380487036882, 1.4356699179150425, 1.5340708849013684, 1.4391653396259019, 1.5381090514301952, 1.4393760902112591, 1.5455454847441694, 1.4444276935881468, 1.536135870369015, 1.4315012095027877, 1.547115212045944]"
[C@@]12(O[C@H]([C@@H]([C@H](C1)O)C(=O)O)C[C@@H](O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)C)O)N)O)/C=C/C=C/C=C/C=C/C[C@H](OC(=O)/C=C/[C@H]1O[C@@H]1C[C@@H](C2)O)C)O,[M-H]-,262.3227788,352.1333333333333,"[1.4355203581583154, 1.4312019582625255, 1.5354694927700272, 1.5365937012249302, 1.5256921885147365, 1.4319115569827683, 1.5073151689401763, 1.2213919525428372, 1.3423786131342954, 1.5436160309815743, 1.5468061369030566, 1.42704987179309, 1.4330597940993712, 1.542955375241189, 1.5422453042638842, 1.5463526424333034, 1.5427945727799872, 1.4324898057131574, 1.5266760869995846, 1.4444000659761584, 1.4812217776292227, 1.4494204797664159, 1.5005660026197882, 1.3430865952813387, 1.4454649484728257, 1.3431164515307141, 1.4470780756028472, 1.3416568598016536, 1.4481195214587423, 1.341943375371578, 1.5072494596234387, 1.5393571393214784, 1.443676184462079, 1.355305372908893, 1.2246876645013176, 1.4755132072814447, 1.342563888888573, 1.469042542692892, 1.4402733477984688, 1.428682161965207, 1.4960502078099307, 1.537898271013013, 1.5384253110523618, 1.4270915939165278, 1.5232834752395765, 1.4262816220956316, 1.5430927772535121, 1.4202739168184673, 1.5159435433064845, 1.5433486992979024]"
N1c2ccccc2Sc2ccccc12,[M-H]-,140.5386422,123.43333333333332,"[1.4062779756019115, 1.4046673040582371, 1.396183456712805, 1.3904430002814026, 1.3949096090502433, 1.4035600804374644, 1.785114026645829, 1.7851141832003898, 1.4035602577523423, 1.39490966231412, 1.3904433122925133, 1.3961836211483267, 1.4046676305592751, 1.406277735567001, 1.4051058829430985, 1.4051065053800351]"
CNC(=O)Oc1cccc2ccccc12,[M-H]-,144.3589602,123.26666666666665,"[1.4371004913464807, 1.368280472396995, 1.2229772519742628, 1.3848877767214052, 1.4036450805841216, 1.3969243399661764, 1.389950242661201, 1.3968804555949108, 1.4067229786147257, 1.4047699337671595, 1.3954460304549188, 1.3903810145544742, 1.3957763854759022, 1.4112995466790186, 1.4115224971060523, 1.4144616060327462]"
C12=C3[C@@H](CCC1=CC(=O)CC2)[C@H]1[C@](C=C3)([C@](CC1)(O)CC=C)C,[M-H]-,180.5636648,190.43333333333334,"[1.3575888173477273, 1.5430192275183552, 1.532658955732861, 1.522423698211552, 1.5076444317649451, 1.3436162506390978, 1.4791869218054834, 1.2286150995277907, 1.5041682104572982, 1.5214880726188809, 1.5308167654236011, 1.5480960807594148, 1.5082579416203465, 1.3459770576627594, 1.568115434451089, 1.5633319875174574, 1.5410292582556384, 1.4333049410716372, 1.5577111752961266, 1.5058016531334901, 1.3392876839589458, 1.5564409699746478, 1.4719232653730019, 1.52171754823479, 1.51929480820509, 1.469245956651397]"
C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2I,[M-H]-,156.0509719,145.7,"[1.3919429563047014, 1.3974205370853272, 1.401280373853403, 1.3955871373813027, 1.3988104670262917, 1.4097272940601473, 1.3808712380869366, 1.2241179666001565, 1.4827491200952074, 1.403869593737045, 1.3945532522777313, 1.3927947290556237, 1.397069696176217, 1.401511277569714, 2.0964962581981887, 1.3927374207349092, 1.4013734974401792]"
CN(C)NC(=O)CCC(=O)O,[M-H]-,135.8780749,101.86666666666666,"[1.4637665602672678, 1.4638843581479877, 1.4118480653609133, 1.3931012011358677, 1.226858946085424, 1.5175651537800128, 1.5243812170319895, 1.50563942219847, 1.2207685417472423, 1.3452950363917224]"
Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,[M-H]-,178.6737079,172.6,"[1.7196442222159039, 1.3916692384410567, 1.398582382547574, 1.4020422535218438, 1.4105397111102478, 1.3878118434327869, 1.2230063170989391, 1.3887241261566095, 1.4109880759501956, 1.4004820372979707, 1.398013376963695, 1.3956645164983974, 1.7271323817089401, 1.3978321047413944, 1.729327410012786, 1.4017619015613219, 1.397221172784991, 1.39995022572201, 1.3914691669308872, 1.3975385062293622]"
N(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C,[M-H]-,139.8012005,118.73333333333332,"[1.4657897374029172, 1.5421150851032415, 1.4457372292781976, 1.5455198389269988, 1.451746075777668, 1.5357345914511922, 1.4439676478610002, 1.5407301211778512, 1.44553782895924, 1.5322546786431392, 1.435229277372109, 1.4607217942652162]"
CCOc1c(ccc(NC(=O)C)c1)C(=O)OC,[M-H]-,158.1578352,148.76666666666665,"[1.5176928868109378, 1.433136271408231, 1.3710889858316664, 1.3979356329707222, 1.399797701119116, 1.4000626734702228, 1.3958444527005904, 1.410692010667561, 1.3836654719753834, 1.2254510550368374, 1.5086698092431001, 1.4017007616047492, 1.478902135821179, 1.2210338699006589, 1.3557590524717547, 1.4271386592974067, 1.401894064735245]"
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,[M-H]-,169.3510479,169.03333333333336,"[1.3720357838929944, 1.3995131844195952, 1.725792136614014, 1.39433478983833, 1.3924685695189614, 1.7205736304318873, 1.3952555044740573, 1.399587394187612, 1.7911374184728996, 1.7911372391889322, 1.39958759292599, 1.3952555647163492, 1.7205733462474546, 1.3924682981207968, 1.3943353563406367, 1.7257933919960498, 1.3995127984235607, 1.3720370077012507, 1.4032801458311228, 1.4032793662730547]"
CN1C=C(C2=CC=CC=C21)CC(C(=O)O)N,[M-H]-,157.3909725,134.43333333333334,"[1.4456752187713544, 1.3680320906782426, 1.381890892773001, 1.4324219044359296, 1.4110420100458094, 1.3986876774312322, 1.3910821155836208, 1.3977651979082768, 1.4043845054280633, 1.5029505477147589, 1.5377314992477253, 1.5346379028961423, 1.2214148563744314, 1.3542982593747033, 1.4891702453262554, 1.377768005980305, 1.3978504130241314]"
C1=CC=C(C=C1)CCC(=O)C=CC=CC2=CC=CC=C2,[M-H]-,178.1275954,174.66666666666669,"[1.3935413784655482, 1.3953542802061845, 1.4011718771130215, 1.401804297517136, 1.3955092384462489, 1.5091839240072695, 1.5260355214046797, 1.5155470138449398, 1.2330239609365459, 1.4888191598180665, 1.3399999457546037, 1.4475495948879311, 1.3423406598747605, 1.469588346239185, 1.400905406839365, 1.3971951713668633, 1.3931656441517541, 1.3932588220159836, 1.3973597467545902, 1.393499771433428, 1.401136413328816]"
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)Oc1cc(c2c(c1)oc(c(c2=O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)c1ccc(O)cc1)O)O)O)O,[M-H]-,239.5851378,299.0333333333333,"[1.5247031958206778, 1.5378713474395953, 1.5339587646334638, 1.5365022484286104, 1.5429415602156564, 1.4401798377057908, 1.4309180490951332, 1.3677060378715173, 1.3984491144286118, 1.3982016941582853, 1.400330663339045, 1.3919524370230776, 1.400692564079915, 1.3698551287859975, 1.3818479716437162, 1.3464888433308646, 1.5000947843922716, 1.223363630016537, 1.387365382314093, 1.4344132289779326, 1.5494709459702376, 1.5257834487260513, 1.5308618155186788, 1.543352470704994, 1.4336302779444987, 1.5278583242855084, 1.4419246244397639, 1.4361196688744775, 1.442146490790393, 1.4781623165563893, 1.4036687749226835, 1.3986043366198209, 1.3882891922060734, 1.363230098324131, 1.3885781148246719, 1.3962886428478591, 1.364473015302222, 1.4395494856553712, 1.433569132210706, 1.4338997576812604, 1.4335531286438892, 1.3925436162496863, 1.4416750549672193, 1.4025196395519128, 1.4793654802935619]"
c1ccc(cc1)[C@H](C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O,[M-H]-,205.68896,244.1,"[1.3888408732251876, 1.3973440491775981, 1.4124670573970797, 1.4057015090980467, 1.397742939325513, 1.5351919409184864, 1.4846326784798556, 1.1641592904777316, 1.4428755112876743, 1.4245058637257115, 1.5510547766456932, 1.5317322908215298, 1.5197134781229458, 1.5357937208866796, 1.4414590269657686, 1.535700218999187, 1.4289849282323828, 1.43594128435323, 1.537468112049545, 1.5239370960698113, 1.5293059141419787, 1.5361712049377014, 1.4382872257947603, 1.5331930576425976, 1.427330678525306, 1.433552920544333, 1.436988717028677, 1.4361473665785, 1.4315032338010114, 1.4413241029258315, 1.439093604059679, 1.3919634622434787, 1.4226818316638372, 1.4208541891818405]"
COC1=C(C=CC(=C1)C=CC(=O)NCCC2=CC=C(C=C2)O)O,[M-H]-,176.3570681,183.66666666666669,"[1.4239423599516037, 1.3713671558758167, 1.3989155897701564, 1.3884096880263512, 1.3941001359749445, 1.401063375286168, 1.4053842796374814, 1.4677609857724978, 1.3431621049569007, 1.48417091529484, 1.2248803665141639, 1.3674771440188092, 1.449973261831322, 1.531193359328513, 1.511599041218297, 1.40177245962329, 1.39515622180513, 1.3886986672633563, 1.3908691649613831, 1.397061347796236, 1.3633777348297624, 1.3681216900387447, 1.395217902546124, 1.4026198982696456]"
CC1=C(C(=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)O)OC)O,[M-H]-,160.8542464,163.66666666666666,"[1.5004696440820235, 1.3938901022358816, 1.4027222067365093, 1.4027118699884549, 1.3977862925003186, 1.406751585739565, 1.477055009556682, 1.2254841722857703, 1.4729965919240267, 1.3925722682136832, 1.4775593984988273, 1.2274955425686267, 1.4032889058520666, 1.393742519874169, 1.3930847429034727, 1.3947523425222144, 1.36960277444014, 1.3734047910931064, 1.4320258264900776, 1.369700263087939, 1.3989552655438326, 1.4835740419049808, 1.4030509043375181]"
c1c(cc(c(c1OC)OC)OC)/C=C/C(=O)O,[M-H]-,167.9116062,143.39999999999998,"[1.4033696386970984, 1.4036358333481238, 1.397398203045981, 1.4049470018310308, 1.4047601930243003, 1.3711459629318257, 1.4208006506406765, 1.3782951578748146, 1.4264599535527067, 1.3712900364936267, 1.4206575773512806, 1.4700600451004817, 1.3413875896696092, 1.468020622626764, 1.2154167112467866, 1.342041558457777, 1.397100579290346]"
